Time,Unsubtracted Weight,Baseline Weight,Program Temperature,Sample Temperature,Approx. Gas Flow,R25 Diagnostic Signal, 
2.483333,6.101308,0.000000,50.000000,52.650000,40.300000,0.000000, 
2.500000,6.101087,0.000000,50.000000,52.650000,40.300000,0.000000, 
2.516667,6.101087,0.000000,50.000000,52.650000,40.300000,0.000000, 
2.533333,6.101087,0.000000,50.000000,52.650000,40.300000,0.000000, 
2.550000,6.101087,0.000000,50.000000,52.650000,40.200000,0.000000, 
2.566667,6.101087,0.000000,50.000000,52.650000,40.200000,0.000000, 
2.583333,6.101087,0.000000,50.000000,52.650000,40.200000,0.000000, 
2.600000,6.101308,0.000000,50.000000,52.650000,40.200000,0.000000, 
2.616667,6.101308,0.000000,50.000000,52.650000,40.200000,0.000000, 
2.633333,6.101308,0.000000,50.000000,52.650000,40.200000,0.000000, 
2.650000,6.101087,0.000000,50.000000,52.650000,40.200000,0.000000, 
2.666667,6.101087,0.000000,50.000000,52.660000,40.200000,0.000000, 
2.683333,6.100866,0.000000,50.000000,52.660000,40.200000,0.000000, 
2.700000,6.100866,0.000000,50.000000,52.660000,40.200000,0.000000, 
2.716667,6.100645,0.000000,50.000000,52.660000,40.200000,0.000000, 
2.733333,6.100424,0.000000,50.000000,52.660000,40.200000,0.000000, 
2.750000,6.100424,0.000000,50.000000,52.660000,40.100000,0.000000, 
2.766667,6.100204,0.000000,50.000000,52.660000,40.100000,0.000000, 
2.783333,6.100204,0.000000,50.000000,52.660000,40.200000,0.000000, 
2.800000,6.099983,0.000000,50.000000,52.660000,40.200000,0.000000, 
2.816667,6.099762,0.000000,50.000000,52.660000,40.200000,0.000000, 
2.833333,6.099762,0.000000,50.000000,52.660000,40.200000,0.000000, 
2.850000,6.099541,0.000000,50.000000,52.660000,40.200000,0.000000, 
2.866667,6.099541,0.000000,50.000000,52.670000,40.200000,0.000000, 
2.883333,6.099320,0.000000,50.000000,52.670000,40.200000,0.000000, 
2.900000,6.099320,0.000000,50.000000,52.670000,40.200000,0.000000, 
2.916667,6.099099,0.000000,50.000000,52.670000,40.200000,0.000000, 
2.933333,6.098878,0.000000,50.000000,52.670000,40.200000,0.000000, 
2.950000,6.098657,0.000000,50.000000,52.670000,40.200000,0.000000, 
2.966667,6.098436,0.000000,50.000000,52.670000,40.200000,0.000000, 
2.983333,6.098215,0.000000,50.000000,52.670000,40.200000,0.000000, 
3.000000,6.097994,0.000000,50.000000,52.670000,40.200000,0.000000, 
3.016667,6.097994,0.000000,50.000000,52.670000,40.200000,0.000000, 
3.033333,6.097994,0.000000,50.000000,52.670000,40.200000,0.000000, 
3.050000,6.097773,0.000000,50.000000,52.670000,40.200000,0.000000, 
3.066667,6.097773,0.000000,50.000000,52.670000,40.200000,0.000000, 
3.083333,6.097773,0.000000,50.000000,52.670000,40.200000,0.000000, 
3.100000,6.097773,0.000000,50.000000,52.680000,40.200000,0.000000, 
3.116667,6.097552,0.000000,50.000000,52.680000,40.200000,0.000000, 
3.133333,6.097773,0.000000,50.000000,52.680000,40.200000,0.000000, 
3.150000,6.097552,0.000000,50.000000,52.680000,40.200000,0.000000, 
3.166667,6.097552,0.000000,50.000000,52.680000,40.200000,0.000000, 
3.183333,6.097552,0.000000,50.000000,52.680000,40.200000,0.000000, 
3.200000,6.097552,0.000000,50.000000,52.680000,40.200000,0.000000, 
3.216667,6.097331,0.000000,50.000000,52.680000,40.200000,0.000000, 
3.233333,6.097331,0.000000,50.000000,52.680000,40.200000,0.000000, 
3.250000,6.097110,0.000000,50.000000,52.680000,40.200000,0.000000, 
3.266667,6.096890,0.000000,50.000000,52.680000,40.200000,0.000000, 
3.283333,6.096669,0.000000,50.000000,52.680000,40.200000,0.000000, 
3.300000,6.096448,0.000000,50.000000,52.680000,40.200000,0.000000, 
3.316667,6.096448,0.000000,50.000000,52.680000,40.200000,0.000000, 
3.333333,6.096448,0.000000,50.000000,52.680000,40.200000,0.000000, 
3.350000,6.096227,0.000000,50.000000,52.680000,40.200000,0.000000, 
3.366667,6.096006,0.000000,50.000000,52.680000,40.200000,0.000000, 
3.383333,6.096006,0.000000,50.000000,52.680000,40.200000,0.000000, 
3.400000,6.096227,0.000000,50.000000,52.690000,40.200000,0.000000, 
3.416667,6.096006,0.000000,50.000000,52.690000,40.200000,0.000000, 
3.433333,6.096227,0.000000,50.000000,52.690000,40.200000,0.000000, 
3.450000,6.096006,0.000000,50.000000,52.690000,40.200000,0.000000, 
3.466667,6.096227,0.000000,50.000000,52.690000,40.200000,0.000000, 
3.483333,6.096006,0.000000,50.000000,52.690000,40.200000,0.000000, 
